ID,제조사,모델,차량상태,배터리용량,구동방식,주행거리(km),보증기간(년),사고이력,연식(년),가격(백만원)
TRAIN_6161,K사,Niro,Nearly New,56.0,FWD,15962,5,No,0,27.71
TRAIN_6162,V사,ID4,Pre-Owned,57.861,AWD,115634,1,No,0,39.82
TRAIN_6163,H사,KNE,Brand New,,FWD,6935,9,No,0,23.79
TRAIN_6164,A사,RSeTGT,Nearly New,,AWD,13049,5,No,1,100.09
TRAIN_6165,K사,Niro,Pre-Owned,48.093,FWD,113369,3,No,0,28.12
TRAIN_6166,A사,Q4eT,Brand New,,AWD,6293,8,No,0,60.0
TRAIN_6167,A사,Q4eT,Nearly New,66.861,AWD,14459,3,No,0,59.0
TRAIN_6168,K사,Soul,Nearly New,56.623,FWD,27118,7,No,1,23.95
TRAIN_6169,T사,MX,Nearly New,,AWD,14279,3,No,0,92.27
TRAIN_6170,B사,i5,Brand New,,AWD,6449,7,No,0,64.33
TRAIN_6171,H사,ION5,Pre-Owned,60.585,AWD,152145,4,No,0,34.55
TRAIN_6172,H사,ION6,Pre-Owned,58.162,AWD,95752,3,No,0,37.96
TRAIN_6173,T사,MY,Brand New,,AWD,6958,7,No,0,64.16
TRAIN_6174,V사,ID4,Brand New,90.0,AWD,3723,7,Yes,0,34.05
TRAIN_6175,V사,ID4,Brand New,,AWD,983,7,No,0,34.41
TRAIN_6176,K사,Soul,Pre-Owned,46.169,AWD,132125,2,No,0,23.02
TRAIN_6177,V사,ID4,Pre-Owned,53.325,AWD,101849,0,No,0,38.72
TRAIN_6178,B사,i5,Brand New,,AWD,7617,7,No,0,66.04
TRAIN_6179,A사,RSeTGT,Brand New,,AWD,6811,8,No,0,100.0
TRAIN_6180,H사,KNE,Brand New,,FWD,2029,9,No,0,24.11
TRAIN_6181,P사,TayGTS,Brand New,,AWD,6231,2,No,0,160.0
TRAIN_6182,A사,RSeTGT,Brand New,,AWD,7108,7,No,0,100.61
TRAIN_6183,A사,RSeTGT,Nearly New,,AWD,30453,3,No,0,99.21
TRAIN_6184,T사,MX,Brand New,99.8,AWD,7081,8,No,0,70.89
TRAIN_6185,T사,MY,Brand New,,AWD,9364,7,No,0,63.28
TRAIN_6186,P사,TayCT,Brand New,,AWD,5738,2,No,0,131.18
TRAIN_6187,T사,MY,Brand New,,AWD,5991,7,No,0,62.9
TRAIN_6188,A사,Q4eT,Pre-Owned,61.619,AWD,146555,1,No,0,56.94
TRAIN_6189,H사,ION5,Brand New,90.0,AWD,4041,9,No,0,35.95
TRAIN_6190,A사,RSeTGT,Brand New,,AWD,5099,7,No,0,100.59
TRAIN_6191,H사,KNE,Brand New,90.0,FWD,4288,10,No,0,21.45
TRAIN_6192,K사,Soul,Pre-Owned,50.096,FWD,88795,4,No,0,23.36
TRAIN_6193,T사,MX,Brand New,99.8,AWD,162,8,No,0,72.66
TRAIN_6194,A사,Q4eT,Pre-Owned,61.619,AWD,100886,1,No,0,57.8
TRAIN_6195,T사,MS,Brand New,96.0,AWD,4216,7,No,0,70.76
TRAIN_6196,K사,EV6,Brand New,,FWD,2151,9,No,0,40.69
TRAIN_6197,P사,TayCT,Nearly New,76.093,AWD,29854,1,No,1,130.15
TRAIN_6198,B사,i5,Brand New,,RWD,79,7,No,0,64.39
TRAIN_6199,P사,TayCT,Brand New,,AWD,3891,2,No,0,120.04
TRAIN_6200,T사,MX,Nearly New,92.16,AWD,45172,6,No,2,83.93
TRAIN_6201,B사,iX,Brand New,,AWD,7605,7,No,0,80.37
TRAIN_6202,B사,i3,Brand New,,RWD,3731,8,No,0,24.12
TRAIN_6203,P사,TayGTS,Pre-Owned,64.683,AWD,174001,2,No,0,151.17
TRAIN_6204,H사,ION5,Pre-Owned,53.602,AWD,154060,1,No,0,34.23
TRAIN_6205,K사,Soul,Pre-Owned,50.096,FWD,122553,4,No,0,23.67
TRAIN_6206,T사,MY,Nearly New,66.355,AWD,24094,5,No,1,74.02
TRAIN_6207,A사,Q4eT,Brand New,90.0,AWD,6072,7,No,0,59.95
TRAIN_6208,H사,KNE,Pre-Owned,68.488,FWD,170130,2,No,0,27.5
TRAIN_6209,K사,Niro,Nearly New,56.0,AWD,42720,5,No,0,28.15
TRAIN_6210,H사,ION5,Pre-Owned,58.162,AWD,122409,3,No,0,34.91
TRAIN_6211,A사,eT,Nearly New,,AWD,30551,4,No,0,73.61
TRAIN_6212,B사,i5,Brand New,90.0,RWD,1406,8,No,0,64.2
TRAIN_6213,P사,TayGTS,Pre-Owned,73.11,AWD,145048,2,No,0,155.8
TRAIN_6214,T사,MY,Brand New,,AWD,1748,7,No,0,64.11
TRAIN_6215,A사,Q4eT,Pre-Owned,61.619,AWD,127231,1,No,0,57.74
TRAIN_6216,K사,EV6,Brand New,90.0,AWD,2785,9,No,0,40.78
TRAIN_6217,T사,M3,Brand New,,RWD,1091,8,No,0,54.63
TRAIN_6218,K사,Niro,Pre-Owned,46.0,FWD,133306,1,No,0,27.11
TRAIN_6219,H사,ION5,Brand New,90.0,AWD,3556,10,No,0,35.76
TRAIN_6220,K사,Niro,Pre-Owned,46.169,FWD,107882,2,No,0,26.92
TRAIN_6221,A사,Q4eT,Nearly New,66.861,AWD,48038,3,No,0,59.0
TRAIN_6222,P사,TayGTS,Brand New,,AWD,3272,2,No,0,160.03
TRAIN_6223,A사,Q4eT,Pre-Owned,61.619,AWD,93237,1,No,0,57.74
TRAIN_6224,K사,EV6,Brand New,,FWD,1844,9,No,0,41.56
TRAIN_6225,B사,i5,Nearly New,66.208,AWD,47183,3,No,0,63.62
TRAIN_6226,P사,TayGTS,Pre-Owned,70.185,AWD,68239,2,No,0,155.8
TRAIN_6227,A사,RSeTGT,Brand New,,AWD,2176,8,Yes,0,101.03
TRAIN_6228,B사,i5,Pre-Owned,58.577,RWD,107438,0,No,0,61.11
TRAIN_6229,K사,Soul,Brand New,,AWD,2150,9,No,0,21.29
TRAIN_6230,A사,eT,Brand New,95.0,AWD,9122,8,No,0,60.08
TRAIN_6231,B사,iX,Brand New,,RWD,986,7,No,0,79.74
TRAIN_6232,K사,Soul,Pre-Owned,50.096,AWD,179913,4,No,0,23.42
TRAIN_6233,K사,Niro,Nearly New,58.982,FWD,37210,8,No,2,26.92
TRAIN_6234,H사,ION6,Nearly New,63.11,AWD,35939,5,No,0,37.99
TRAIN_6235,P사,Tay,Brand New,90.0,AWD,7532,2,No,0,95.9
TRAIN_6236,H사,ION5,Pre-Owned,58.162,AWD,119438,3,No,0,34.37
TRAIN_6237,B사,i5,Pre-Owned,61.018,RWD,174442,1,No,0,62.31
TRAIN_6238,B사,i5,Pre-Owned,61.018,RWD,105604,1,No,0,62.54
TRAIN_6239,A사,eT,Nearly New,,AWD,14500,5,No,1,73.98
TRAIN_6240,B사,i5,Nearly New,71.841,RWD,18349,5,No,1,59.92
TRAIN_6241,V사,ID4,Pre-Owned,55.547,AWD,94305,0,No,0,38.04
TRAIN_6242,T사,MX,Brand New,96.0,AWD,1191,7,No,0,78.63
TRAIN_6243,T사,MS,Brand New,99.8,AWD,1597,8,No,0,64.58
TRAIN_6244,H사,ION6,Pre-Owned,55.836,AWD,182899,2,No,0,36.67
TRAIN_6245,H사,ION6,Brand New,,AWD,5653,9,Yes,0,38.26
TRAIN_6246,B사,i5,Pre-Owned,63.56,RWD,160496,2,No,0,61.88
TRAIN_6247,P사,Tay,Nearly New,64.578,AWD,40967,2,No,0,121.78
TRAIN_6248,A사,eT,Brand New,91.2,AWD,9647,7,No,0,65.33
TRAIN_6249,A사,Q4eT,Brand New,,AWD,7857,7,No,0,60.0
TRAIN_6250,P사,TayGTS,Pre-Owned,64.683,AWD,163674,2,No,0,151.0
TRAIN_6251,P사,Tay,Nearly New,64.578,AWD,20341,2,No,0,120.25
TRAIN_6252,A사,eT,Brand New,91.2,AWD,7296,7,No,0,64.91
TRAIN_6253,A사,Q4eT,Brand New,,AWD,7190,8,No,0,59.63
TRAIN_6254,H사,ION6,Nearly New,71.332,AWD,26734,8,No,2,38.0
TRAIN_6255,H사,IONIQ,Pre-Owned,47.96,FWD,63756,1,No,2,21.89
TRAIN_6256,B사,i5,Brand New,,RWD,1247,8,No,0,64.87
TRAIN_6257,P사,TayCT,Brand New,,AWD,7595,2,No,0,130.58
TRAIN_6258,B사,i3,Pre-Owned,46.0,RWD,117128,0,No,0,22.13
TRAIN_6259,T사,MY,Nearly New,69.12,AWD,41649,6,No,2,67.9
TRAIN_6260,H사,ION6,Brand New,,AWD,1290,10,No,0,39.0
TRAIN_6261,V사,ID4,Nearly New,68.125,AWD,47997,5,No,1,41.85
TRAIN_6262,P사,TayCT,Brand New,,AWD,9091,2,No,0,129.26
TRAIN_6263,K사,EV6,Brand New,,AWD,113,10,No,0,48.11
TRAIN_6264,H사,ION6,Nearly New,71.332,AWD,16622,8,No,2,38.0
TRAIN_6265,T사,MX,Brand New,96.0,AWD,6886,7,No,0,78.23
TRAIN_6266,V사,ID4,Brand New,,AWD,5846,7,No,0,33.99
TRAIN_6267,B사,i3,Pre-Owned,46.0,AWD,150053,0,No,0,22.75
TRAIN_6268,K사,Niro,Nearly New,56.623,FWD,30573,7,No,1,27.31
TRAIN_6269,T사,MY,Brand New,90.0,AWD,5257,8,No,0,74.45
TRAIN_6270,T사,M3,Nearly New,66.355,RWD,24354,5,No,1,54.0
TRAIN_6271,A사,eT,Pre-Owned,68.532,AWD,105212,0,No,0,69.71
TRAIN_6272,P사,TayCT,Nearly New,76.093,AWD,19474,2,No,0,131.58
TRAIN_6273,K사,Niro,Nearly New,56.0,FWD,44502,6,No,0,27.06
TRAIN_6274,A사,RSeTGT,Nearly New,,AWD,37298,4,No,0,99.0
TRAIN_6275,H사,KNE,Brand New,,FWD,5080,10,No,0,20.55
TRAIN_6276,A사,eT,Nearly New,77.46,AWD,47197,3,No,0,73.93
TRAIN_6277,P사,TayGTS,Brand New,,AWD,5936,2,No,0,160.03
TRAIN_6278,T사,MX,Nearly New,88.474,AWD,10399,5,No,1,93.96
TRAIN_6279,V사,ID4,Brand New,,AWD,4588,7,Yes,0,33.46
TRAIN_6280,B사,i5,Pre-Owned,63.56,AWD,134815,2,No,0,62.51
TRAIN_6281,T사,MX,Brand New,99.8,AWD,4081,8,No,0,71.23
TRAIN_6282,B사,iX,Brand New,,RWD,3997,7,No,0,79.23
TRAIN_6283,B사,iX,Brand New,,RWD,8819,8,No,0,79.54
TRAIN_6284,K사,EV6,Brand New,90.0,FWD,3583,9,No,0,41.05
TRAIN_6285,A사,RSeTGT,Pre-Owned,,AWD,156431,0,No,0,94.0
TRAIN_6286,A사,Q4eT,Brand New,,AWD,2291,7,No,0,59.9
TRAIN_6287,P사,Tay,Brand New,,AWD,3771,2,No,0,96.26
TRAIN_6288,P사,Tay,Pre-Owned,57.134,AWD,151037,2,No,0,114.93
TRAIN_6289,K사,EV6,Brand New,,FWD,6699,9,No,0,41.71
TRAIN_6290,B사,i3,Nearly New,56.0,AWD,20817,6,No,2,24.0
TRAIN_6291,H사,ION5,Brand New,,AWD,7070,10,No,0,35.59
TRAIN_6292,H사,ION5,Brand New,,AWD,3233,10,No,0,36.0
TRAIN_6293,A사,RSeTGT,Pre-Owned,,AWD,70028,0,No,0,94.06
TRAIN_6294,B사,iX,Brand New,,AWD,1066,7,No,0,80.32
TRAIN_6295,B사,i3,Nearly New,56.0,RWD,35923,4,No,0,23.67
TRAIN_6296,B사,i3,Brand New,90.0,RWD,8827,8,No,0,25.0
TRAIN_6297,B사,iX,Brand New,90.0,RWD,998,7,No,0,80.18
TRAIN_6298,B사,i3,Nearly New,56.0,RWD,47286,4,No,0,23.36
TRAIN_6299,A사,RSeTGT,Brand New,90.0,AWD,8371,7,No,0,100.0
TRAIN_6300,H사,IONIQ,Nearly New,,FWD,45873,3,No,0,13.55
TRAIN_6301,V사,ID4,Brand New,,AWD,1179,7,No,0,33.19
TRAIN_6302,V사,ID4,Pre-Owned,55.547,AWD,119815,0,Yes,0,39.42
TRAIN_6303,T사,MY,Brand New,,AWD,1896,7,No,0,64.65
TRAIN_6304,T사,MS,Brand New,96.0,AWD,5289,7,No,0,70.14
TRAIN_6305,V사,ID4,Brand New,,AWD,4300,7,No,0,33.26
TRAIN_6306,H사,ION6,Brand New,90.0,AWD,1591,9,No,0,38.83
TRAIN_6307,V사,ID4,Brand New,,AWD,4233,8,No,0,39.35
TRAIN_6308,V사,ID4,Brand New,,AWD,9849,7,No,0,34.83
TRAIN_6309,H사,KNE,Pre-Owned,68.488,FWD,198253,2,No,0,27.45
TRAIN_6310,A사,RSeTGT,Brand New,90.0,AWD,5415,8,No,0,100.0
TRAIN_6311,T사,MX,Nearly New,,AWD,16377,5,No,1,94.31
TRAIN_6312,T사,MS,Pre-Owned,72.139,AWD,60714,0,No,0,78.3
TRAIN_6313,T사,M3,Brand New,90.0,RWD,9810,8,No,0,54.38
TRAIN_6314,H사,ION5,Brand New,,AWD,8777,10,No,0,35.84
TRAIN_6315,V사,ID4,Nearly New,62.784,AWD,35829,3,No,0,41.86
TRAIN_6316,H사,KNE,Nearly New,68.488,FWD,33900,8,No,2,27.91
TRAIN_6317,T사,M3,Brand New,,RWD,7719,7,No,0,46.97
TRAIN_6318,A사,RSeTGT,Pre-Owned,,AWD,122952,0,No,0,94.07
TRAIN_6319,T사,M3,Brand New,90.0,RWD,5729,8,No,0,54.22
TRAIN_6320,K사,Soul,Pre-Owned,46.169,AWD,122640,2,No,0,22.12
TRAIN_6321,T사,MX,Brand New,99.8,AWD,5086,8,No,0,72.01
TRAIN_6322,H사,ION6,Brand New,,AWD,3282,9,No,0,38.19
TRAIN_6323,A사,eT,Nearly New,77.46,AWD,32950,3,No,0,73.75
TRAIN_6324,K사,Niro,Brand New,,AWD,8930,10,No,0,20.61
TRAIN_6325,T사,MY,Pre-Owned,54.104,AWD,92959,0,No,0,73.16
TRAIN_6326,B사,iX,Brand New,,RWD,4266,8,No,0,79.14
TRAIN_6327,V사,ID4,Nearly New,68.125,AWD,21002,5,No,1,40.15
TRAIN_6328,B사,i5,Nearly New,71.841,RWD,49822,5,No,1,61.58
TRAIN_6329,K사,EV6,Brand New,,FWD,5734,9,No,0,39.81
TRAIN_6330,A사,Q4eT,Nearly New,75.571,AWD,14841,6,No,2,52.27
TRAIN_6331,T사,MY,Nearly New,66.355,AWD,14750,5,No,1,73.34
TRAIN_6332,T사,MS,Pre-Owned,,AWD,90633,2,No,0,81.43
TRAIN_6333,P사,TayGTS,Brand New,93.4,AWD,552,2,No,0,160.55
TRAIN_6334,P사,Tay,Brand New,90.0,AWD,8036,2,No,0,104.43
TRAIN_6335,T사,M3,Brand New,,RWD,897,8,No,0,54.66
TRAIN_6336,A사,RSeTGT,Nearly New,,AWD,49333,3,No,0,99.0
TRAIN_6337,B사,i5,Pre-Owned,63.56,RWD,170264,2,No,0,62.19
TRAIN_6338,P사,TayCT,Pre-Owned,76.093,AWD,165244,2,No,0,127.54
TRAIN_6339,H사,ION6,Nearly New,63.11,AWD,43400,5,No,0,38.0
TRAIN_6340,K사,EV6,Brand New,,FWD,3391,10,No,0,47.44
TRAIN_6341,H사,ION5,Nearly New,63.11,AWD,37495,5,Yes,0,34.76
TRAIN_6342,A사,Q4eT,Brand New,,AWD,5367,7,No,0,59.75
TRAIN_6343,V사,ID4,Brand New,90.0,AWD,1618,8,No,0,40.88
TRAIN_6344,T사,MS,Pre-Owned,69.253,AWD,96490,0,No,0,78.27
TRAIN_6345,V사,ID4,Pre-Owned,55.547,AWD,163622,0,No,0,38.9
TRAIN_6346,A사,Q4eT,Brand New,,AWD,7899,7,No,0,59.38
TRAIN_6347,H사,KNE,Brand New,,FWD,1142,10,No,0,21.5
TRAIN_6348,B사,iX,Brand New,90.0,RWD,8810,8,No,0,79.01
TRAIN_6349,B사,iX,Brand New,,RWD,8313,7,No,0,79.46
TRAIN_6350,B사,i5,Nearly New,66.208,AWD,28663,3,No,0,63.63
TRAIN_6351,K사,Soul,Brand New,,AWD,9517,10,No,0,16.99
TRAIN_6352,A사,eT,Brand New,95.0,AWD,2410,8,No,0,60.61
TRAIN_6353,A사,eT,Brand New,91.2,AWD,3629,7,No,0,66.38
TRAIN_6354,P사,Tay,Nearly New,67.268,AWD,21521,2,No,0,120.09
TRAIN_6355,K사,Soul,Brand New,,FWD,9300,9,No,0,21.23
TRAIN_6356,T사,MS,Pre-Owned,69.253,AWD,70888,0,No,0,79.63
TRAIN_6357,T사,MX,Pre-Owned,,AWD,170541,2,No,0,90.19
TRAIN_6358,T사,M3,Brand New,,RWD,4424,8,No,0,54.99
TRAIN_6359,B사,iX,Brand New,90.0,AWD,7713,8,No,0,80.51
TRAIN_6360,T사,MX,Nearly New,92.16,AWD,13888,6,No,2,84.73
TRAIN_6361,A사,eT,Brand New,95.0,AWD,7932,8,No,0,59.69
TRAIN_6362,T사,MS,Nearly New,,AWD,14298,4,No,0,83.52
TRAIN_6363,A사,eT,Pre-Owned,71.388,AWD,171942,1,No,0,72.31
TRAIN_6364,K사,Soul,Nearly New,56.0,FWD,43000,6,No,0,22.83
TRAIN_6365,P사,TayGTS,Pre-Owned,70.185,AWD,79837,2,No,0,156.74
TRAIN_6366,K사,EV6,Brand New,,AWD,1234,10,No,0,48.55
TRAIN_6367,T사,MX,Brand New,96.0,AWD,6514,7,No,0,78.92
TRAIN_6368,P사,Tay,Brand New,,AWD,1335,2,No,0,103.88
TRAIN_6369,K사,Soul,Pre-Owned,46.0,FWD,135643,1,No,0,22.17
TRAIN_6370,B사,iX,Brand New,,RWD,4354,7,No,0,80.67
TRAIN_6371,A사,RSeTGT,Pre-Owned,,AWD,138035,2,No,0,97.03
TRAIN_6372,T사,MY,Brand New,,AWD,956,7,No,0,63.51
TRAIN_6373,H사,ION6,Nearly New,71.332,AWD,10197,8,No,2,37.91
TRAIN_6374,P사,TayCT,Brand New,90.0,AWD,5645,2,No,0,131.01
TRAIN_6375,V사,ID4,Brand New,,AWD,5209,7,No,0,33.73
TRAIN_6376,K사,EV6,Brand New,,AWD,4027,10,No,0,48.48
TRAIN_6377,B사,i5,Pre-Owned,63.56,AWD,174505,2,No,0,62.42
TRAIN_6378,V사,ID4,Brand New,90.0,AWD,7396,7,No,0,33.46
TRAIN_6379,K사,Niro,Nearly New,56.0,FWD,22990,5,No,0,27.41
TRAIN_6380,T사,MY,Pre-Owned,51.94,AWD,87642,0,No,0,74.04
TRAIN_6381,B사,iX,Brand New,,RWD,294,8,No,0,79.56
TRAIN_6382,P사,TayGTS,Brand New,93.4,AWD,5345,2,No,0,160.69
TRAIN_6383,P사,TayGTS,Brand New,90.0,AWD,3773,2,Yes,0,160.0
TRAIN_6384,T사,MY,Brand New,,AWD,3290,7,No,0,63.61
TRAIN_6385,V사,ID4,Nearly New,62.784,AWD,35026,3,No,0,42.11
TRAIN_6386,K사,Soul,Brand New,,FWD,9324,9,No,0,20.99
TRAIN_6387,B사,i3,Nearly New,56.0,RWD,27735,5,No,1,23.23
TRAIN_6388,K사,Niro,Pre-Owned,48.093,FWD,59625,3,No,0,27.29
TRAIN_6389,B사,i5,Nearly New,66.208,RWD,25678,3,Yes,0,64.11
TRAIN_6390,V사,ID4,Nearly New,62.784,AWD,38140,3,No,0,41.76
TRAIN_6391,A사,eT,Nearly New,77.46,AWD,36972,3,No,0,74.0
TRAIN_6392,A사,eT,Brand New,95.0,AWD,9113,8,No,0,60.79
TRAIN_6393,T사,MY,Pre-Owned,58.707,AWD,63653,2,No,0,76.42
TRAIN_6394,A사,Q4eT,Nearly New,66.861,AWD,37988,3,Yes,0,58.49
TRAIN_6395,H사,ION6,Pre-Owned,55.836,AWD,135613,2,No,0,36.35
TRAIN_6396,A사,RSeTGT,Brand New,,AWD,729,7,No,0,100.0
TRAIN_6397,B사,i5,Nearly New,66.208,RWD,37177,3,No,0,64.06
TRAIN_6398,H사,ION6,Brand New,,AWD,2325,10,No,0,38.89
TRAIN_6399,A사,eT,Pre-Owned,74.362,AWD,141978,2,No,0,71.56
TRAIN_6400,K사,Niro,Brand New,,AWD,4241,10,No,0,21.64
TRAIN_6401,H사,ION6,Brand New,90.0,AWD,9418,9,Yes,0,38.93
TRAIN_6402,P사,Tay,Pre-Owned,61.994,AWD,174726,2,No,0,119.26
TRAIN_6403,P사,TayCT,Brand New,,AWD,4273,2,No,0,129.14
TRAIN_6404,K사,Niro,Brand New,,FWD,4477,9,No,0,25.05
TRAIN_6405,K사,EV6,Brand New,,FWD,9841,9,No,0,41.23
TRAIN_6406,A사,eT,Brand New,91.2,AWD,8170,7,No,0,66.43
TRAIN_6407,T사,MX,Nearly New,,AWD,30472,4,No,0,94.27
TRAIN_6408,K사,Soul,Nearly New,56.0,FWD,24001,5,No,0,22.79
TRAIN_6409,T사,MX,Brand New,99.8,AWD,7832,8,No,0,72.85
TRAIN_6410,A사,RSeTGT,Nearly New,,AWD,33289,4,No,0,99.72
TRAIN_6411,V사,ID4,Nearly New,65.4,AWD,15017,4,No,0,41.59
TRAIN_6412,P사,TayCT,Pre-Owned,76.093,AWD,51761,2,No,0,128.52
TRAIN_6413,A사,RSeTGT,Nearly New,,AWD,19950,5,No,1,99.05
TRAIN_6414,A사,eT,Nearly New,77.46,AWD,38461,3,No,0,73.97
TRAIN_6415,A사,eT,Pre-Owned,65.791,AWD,71406,0,No,0,70.25
TRAIN_6416,P사,TayGTS,Nearly New,,AWD,28631,1,No,1,160.16
TRAIN_6417,V사,ID4,Nearly New,68.125,AWD,30810,5,No,1,40.83
TRAIN_6418,T사,MX,Pre-Owned,69.253,AWD,100636,0,No,0,87.56
TRAIN_6419,K사,Soul,Brand New,90.0,FWD,5609,10,No,0,18.35
TRAIN_6420,B사,i5,Nearly New,68.967,AWD,38119,4,No,0,62.92
TRAIN_6421,K사,Soul,Nearly New,56.0,FWD,26685,6,No,0,23.64
TRAIN_6422,T사,MS,Pre-Owned,75.145,AWD,104304,1,No,0,81.57
TRAIN_6423,B사,i5,Brand New,,RWD,9863,7,No,0,64.63
TRAIN_6424,K사,EV6,Brand New,,AWD,1012,10,No,0,48.27
TRAIN_6425,T사,MX,Pre-Owned,72.139,AWD,120080,0,No,0,87.57
TRAIN_6426,K사,EV6,Brand New,,FWD,3116,10,No,0,47.16
TRAIN_6427,V사,ID4,Pre-Owned,57.861,AWD,121830,1,No,0,40.49
TRAIN_6428,H사,ION5,Pre-Owned,55.836,AWD,52408,2,No,0,33.64
TRAIN_6429,B사,iX,Brand New,,RWD,1448,8,No,0,79.46
TRAIN_6430,B사,i3,Pre-Owned,46.0,RWD,115483,0,No,0,22.73
TRAIN_6431,P사,TayGTS,Pre-Owned,67.378,AWD,91478,2,No,0,152.02
TRAIN_6432,H사,ION6,Nearly New,68.479,AWD,23705,7,No,1,37.94
TRAIN_6433,P사,TayGTS,Nearly New,82.634,AWD,40866,1,No,1,159.28
TRAIN_6434,K사,Niro,Nearly New,58.982,FWD,19131,8,No,2,28.14
TRAIN_6435,H사,IONIQ,Pre-Owned,72.58,FWD,70593,1,No,1,9.0
TRAIN_6436,A사,RSeTGT,Brand New,,AWD,3490,8,No,0,100.0
TRAIN_6437,K사,Soul,Nearly New,58.982,FWD,21225,8,No,2,22.15
TRAIN_6438,T사,M3,Pre-Owned,51.94,RWD,89445,0,No,0,51.15
TRAIN_6439,V사,ID4,Brand New,,AWD,7811,7,No,0,34.94
TRAIN_6440,H사,ION5,Nearly New,68.479,AWD,30612,7,No,1,34.51
TRAIN_6441,K사,Niro,Pre-Owned,46.0,AWD,94455,1,No,0,28.12
TRAIN_6442,K사,Niro,Pre-Owned,48.093,AWD,180763,3,No,0,28.17
TRAIN_6443,K사,Soul,Brand New,,FWD,7235,9,No,0,20.48
TRAIN_6444,T사,MS,Nearly New,92.16,AWD,35039,6,No,2,76.21
TRAIN_6445,P사,Tay,Brand New,,AWD,9396,2,No,0,103.98
TRAIN_6446,T사,M3,Pre-Owned,56.359,RWD,89987,1,No,0,52.37
TRAIN_6447,A사,Q4eT,Nearly New,69.646,AWD,40261,4,No,0,58.9
TRAIN_6448,T사,MY,Nearly New,69.12,AWD,46092,6,No,2,67.41
TRAIN_6449,B사,i5,Pre-Owned,63.56,RWD,81882,2,No,0,62.42
TRAIN_6450,A사,Q4eT,Pre-Owned,59.154,AWD,175480,0,Yes,0,55.31
TRAIN_6451,K사,Soul,Nearly New,56.0,AWD,49983,6,No,0,23.17
TRAIN_6452,T사,MX,Brand New,96.0,AWD,1121,7,No,0,77.49
TRAIN_6453,T사,M3,Pre-Owned,56.359,RWD,176477,1,No,0,52.54
TRAIN_6454,H사,KNE,Brand New,,FWD,4069,10,No,0,21.72
TRAIN_6455,P사,Tay,Nearly New,67.268,AWD,35100,2,No,0,121.88
TRAIN_6456,A사,eT,Brand New,91.2,AWD,7804,7,No,0,64.91
TRAIN_6457,H사,KNE,Brand New,,FWD,9735,10,No,0,21.81
TRAIN_6458,P사,TayCT,Pre-Owned,76.093,AWD,104417,2,No,0,123.54
TRAIN_6459,P사,TayCT,Pre-Owned,76.093,AWD,94862,2,No,0,125.39
TRAIN_6460,P사,Tay,Nearly New,67.268,AWD,29172,2,No,0,121.54
TRAIN_6461,H사,KNE,Brand New,90.0,FWD,6919,9,No,0,24.37
TRAIN_6462,K사,Niro,Nearly New,56.0,FWD,49764,6,No,0,27.07
TRAIN_6463,V사,ID4,Brand New,,AWD,3592,7,No,0,33.32
TRAIN_6464,V사,ID4,Brand New,90.0,AWD,384,8,No,0,39.78
TRAIN_6465,A사,RSeTGT,Brand New,90.0,AWD,1562,7,No,0,100.17
TRAIN_6466,A사,eT,Pre-Owned,68.532,AWD,58478,0,No,0,70.25
TRAIN_6467,T사,MS,Brand New,96.0,AWD,5266,7,No,0,70.45
TRAIN_6468,H사,ION6,Brand New,,AWD,9978,9,No,0,38.33
TRAIN_6469,T사,M3,Brand New,90.0,RWD,7901,8,No,0,54.29
TRAIN_6470,P사,TayCT,Nearly New,76.093,AWD,12211,0,No,2,119.13
TRAIN_6471,H사,ION5,Nearly New,68.479,AWD,46084,7,No,1,35.0
TRAIN_6472,K사,EV6,Brand New,90.0,AWD,4193,9,No,0,41.38
TRAIN_6473,A사,Q4eT,Nearly New,69.646,AWD,40255,4,No,0,58.44
TRAIN_6474,H사,ION5,Pre-Owned,58.162,AWD,152797,3,No,0,34.51
TRAIN_6475,K사,Niro,Nearly New,56.623,AWD,11331,7,No,1,27.32
TRAIN_6476,V사,ID4,Pre-Owned,53.325,AWD,97638,0,No,0,38.21
TRAIN_6477,K사,Niro,Pre-Owned,48.093,FWD,169117,3,No,0,27.07
TRAIN_6478,K사,EV6,Brand New,,AWD,5445,10,No,0,48.12
TRAIN_6479,A사,RSeTGT,Brand New,,AWD,7326,8,No,0,100.43
TRAIN_6480,H사,ION6,Pre-Owned,58.162,AWD,95914,3,Yes,0,37.93
TRAIN_6481,B사,i5,Nearly New,66.208,RWD,41835,3,No,0,63.68
TRAIN_6482,T사,MY,Brand New,,AWD,3017,7,No,0,63.34
TRAIN_6483,H사,ION6,Brand New,,AWD,9999,10,No,0,38.57
TRAIN_6484,K사,Soul,Pre-Owned,46.169,AWD,56139,2,No,0,22.64
TRAIN_6485,V사,ID4,Nearly New,65.4,AWD,31362,4,No,0,41.06
TRAIN_6486,P사,TayGTS,Nearly New,76.156,AWD,40855,2,No,0,159.0
TRAIN_6487,P사,TayCT,Brand New,,AWD,3913,2,No,0,120.08
TRAIN_6488,B사,i5,Pre-Owned,61.018,AWD,122677,1,No,0,61.74
TRAIN_6489,B사,iX,Brand New,,AWD,9483,8,No,0,79.66
TRAIN_6490,P사,TayGTS,Brand New,93.4,AWD,6342,2,No,0,160.8
TRAIN_6491,H사,ION5,Brand New,,AWD,987,9,No,0,35.73
