AGE,등록(계/피),고용상태,성별,Willingness to pay/Stay,갱신,상품타입,교육수준,소득,지역,결혼여부,월 납입액,VOC,타 상품 보유 현황,온라인방문빈도,갱신인센티브,판매채널,총지불금액,자동차,거주지사이즈,cluster
3,계약자,고용,0,8.5026,0,기본,대학졸업,41864000,시골,기혼,60,0,2,비방문,할인,대리점,90000,일반세단,중,1
4,계약자,고용,0,4.6398,0,고급,대학졸업,53142000,도심,기혼,110,0,1,비방문,포인트,자사영업,510000,일반세단,중,5
5,계약자,고용,0,13.0758,0,중급,석사,70757000,도심,기혼,100,0,2,비방문,없음,자사영업,438000,일반세단,중,4
3,계약자,고용,0,4.44,0,기본,대학졸업,55531000,시골,기혼,110,0,1,비방문,할인,대리점,57000,SUV,중,1
3,피보험자,고용,0,6.0939,0,기본,대학졸업,59460000,시골,기혼,70,1,4이상,자주방문,설계사독려,인터넷,90000,일반세단,중,7
2,계약자,무직,1,14.4189,0,기본,대학졸업,0,도시근교,미혼,60,0,2,비방문,할인,인터넷,385000,일반세단,중,2
1,계약자,고용,1,5.106,0,고급,대학졸업,95276000,시골,미혼,130,1,1,종종,포인트,대리점,193000,일반세단,중,5
2,계약자,휴직,0,2.6085,0,기본,고졸이하,15536000,도시근교,미혼,70,0,1,비방문,할인,대리점,379000,일반세단,중,2
3,계약자,고용,1,3.219,0,기본,고졸이하,24647000,도시근교,기혼,70,0,1,비방문,설계사독려,대리점,439000,컴팩트카,중,1
3,피보험자,무직,1,4.2291,0,고급,대학졸업,0,도시근교,미혼,120,0,1,자주방문,할인,대리점,1023000,일반세단,중,5
4,계약자,고용,1,9.2241,0,고급,석사,81164000,시골,기혼,110,0,4이상,비방문,없음,대리점,252000,일반세단,중,4
1,계약자,고용,1,9.9456,0,기본,대학졸업,117675000,도시근교,기혼,80,0,2,비방문,할인,자사영업,439000,컴팩트카,중,3
4,계약자,고용,1,13.4976,0,중급,고졸이하,48587000,도시근교,기혼,80,0,2,비방문,포인트,대리점,456000,일반세단,중,7
3,계약자,휴직,1,18.2706,0,중급,대학졸업,20271000,도시근교,미혼,260,0,3,비방문,할인,콜센터,1316000,고급차,소,0
2,계약자,고용,1,9.7569,0,기본,고졸이하,109560000,도시근교,기혼,120,0,4이상,비방문,설계사독려,대리점,953000,SUV,중,3
2,계약자,무직,1,5.6499,0,기본,고졸이하,0,시골,기혼,70,0,3,비방문,설계사독려,콜센터,186000,컴팩트카,대,6
3,피보험자,고용,1,5.9718,0,기본,고졸이하,41492000,도심,기혼,70,2,4이상,자주방문,할인,대리점,227000,일반세단,대,6
3,피보험자,고용,0,6.2604,0,기본,대학졸업,24398000,도시근교,기혼,70,0,3,자주방문,할인,자사영업,421000,일반세단,소,7
1,피보험자,고용,0,3.8961,0,중급,대학졸업,88497000,시골,미혼,90,0,1,자주방문,설계사독려,대리점,182000,일반세단,중,3
2,계약자,FALSE,1,4.8729,1,기본,대학졸업,12763000,도시근교,미혼,60,0,4이상,비방문,할인,대리점,397000,일반세단,중,2
2,계약자,고용,1,8.0919,0,중급,고졸이하,91818000,도시근교,기혼,100,0,4이상,비방문,할인,대리점,539000,일반세단,중,3
3,계약자,무직,1,2.6862,0,기본,고졸이하,0,도시근교,미혼,80,0,1,비방문,설계사독려,콜센터,631000,일반세단,중,2
4,계약자,휴직,0,5.2059,0,중급,대학졸업,31974000,도시근교,기혼,140,0,1,비방문,할인,대리점,723000,SUV,중,2
5,계약자,고용,1,8.3028,0,중급,대학졸업,74245000,도시근교,기혼,100,0,4이상,비방문,설계사독려,자사영업,813000,일반세단,소,7
3,계약자,고용,1,6.6045,0,중급,대학졸업,24374000,도시근교,미혼,80,0,3,비방문,설계사독려,자사영업,456000,컴팩트카,중,7
3,계약자,고용,1,4.3179,0,중급,대학졸업,52368000,시골,기혼,110,0,1,비방문,설계사독려,대리점,130000,컴팩트카,중,1
1,계약자,고용,1,5.9385,0,기본,대학졸업,112486000,도시근교,미혼,70,0,3,비방문,설계사독려,자사영업,397000,일반세단,소,3
3,계약자,FALSE,1,9.0021,0,기본,고졸이하,21534000,도시근교,기혼,80,0,2,비방문,할인,자사영업,524000,일반세단,중,2
4,계약자,고용,1,3.8961,0,중급,대학졸업,62248000,도심,미혼,100,0,1,비방문,할인,대리점,370000,일반세단,중,1
4,계약자,고용,0,9.3573,0,기본,대학졸업,33280000,도시근교,미혼,120,0,4이상,비방문,포인트,대리점,916000,SUV,소,7
2,계약자,휴직,0,4.7175,1,기본,고졸이하,14305000,도시근교,미혼,60,2,3,비방문,할인,인터넷,362000,컴팩트카,소,2
4,계약자,고용,0,3.1524,0,기본,대학졸업,64224000,도심,미혼,80,1,1,비방문,할인,자사영업,390000,일반세단,중,1
4,계약자,FALSE,1,18.2817,1,기본,대학졸업,27432000,도시근교,기혼,110,0,2,비방문,할인,대리점,628000,SUV,중,2
5,계약자,고용,1,35.1981,0,중급,대학졸업,60949000,도시근교,기혼,150,0,2,비방문,할인,콜센터,1075000,SUV,소,7
4,피보험자,고용,1,2.8638,1,기본,대학졸업,56360000,도시근교,기혼,60,0,1,자주방문,설계사독려,인터넷,391000,일반세단,중,1
3,피보험자,무직,1,19.5582,0,고급,고졸이하,0,도시근교,미혼,290,0,3,자주방문,없음,자사영업,2241000,고급차,중,0
4,계약자,고용,1,16.0284,1,고급,석사,73159000,시골,기혼,130,0,2,비방문,할인,대리점,136000,컴팩트카,중,4
4,계약자,고용,1,14.1303,1,기본,박사,49113000,도시근교,기혼,110,0,2,비방문,할인,대리점,622000,SUV,대,6
3,계약자,휴직,1,2.664,0,기본,대학졸업,17210000,도시근교,미혼,60,0,1,비방문,할인,자사영업,523000,일반세단,중,2
4,피보험자,휴직,1,6.8598,0,중급,고졸이하,24121000,도시근교,기혼,90,0,4이상,자주방문,할인,대리점,584000,일반세단,중,2
1,계약자,고용,1,10.4673,0,중급,고졸이하,92970000,시골,미혼,80,0,2,비방문,설계사독려,대리점,3000,컴팩트카,중,3
2,계약자,고용,0,5.1615,0,기본,대학졸업,118337000,도시근교,기혼,120,0,1,비방문,설계사독려,인터넷,682000,SUV,중,3
3,피보험자,FALSE,1,13.5087,1,기본,대학졸업,17993000,도시근교,미혼,120,0,2,자주방문,할인,자사영업,1023000,SUV,중,2
2,계약자,고용,1,28.9932,0,중급,석사,100204000,도시근교,미혼,150,2,2,비방문,포인트,인터넷,870000,SUV,중,4
3,계약자,무직,1,3.5964,0,중급,대학졸업,0,도시근교,미혼,90,0,1,비방문,할인,콜센터,814000,일반세단,중,2
3,계약자,무직,1,10.4562,0,중급,대학졸업,0,도시근교,기혼,90,1,2,비방문,설계사독려,콜센터,510000,일반세단,중,2
3,계약자,무직,1,2.7861,0,기본,대학졸업,0,도시근교,미혼,80,0,1,비방문,설계사독려,인터넷,649000,일반세단,소,2
1,피보험자,고용,0,5.8497,0,기본,대학졸업,117899000,도심,기혼,70,0,4이상,자주방문,할인,자사영업,218000,일반세단,중,3
4,피보험자,고용,0,5.8275,1,기본,대학졸업,34740000,도시근교,기혼,70,0,4이상,자주방문,할인,대리점,564000,컴팩트카,중,7
3,계약자,무직,0,11.7771,0,중급,대학졸업,0,도시근교,미혼,110,0,2,비방문,포인트,자사영업,1173000,일반세단,소,2
2,계약자,무직,0,2.4975,0,기본,대학졸업,0,도시근교,미혼,60,0,1,비방문,할인,인터넷,368000,일반세단,중,2
4,피보험자,고용,1,3.1302,0,기본,대학졸업,51597000,도심,기혼,80,0,1,자주방문,할인,콜센터,311000,컴팩트카,소,1
4,계약자,고용,1,5.2725,0,기본,석사,37117000,도심,기혼,130,0,1,비방문,포인트,대리점,549000,SUV,대,4
5,계약자,고용,1,31.7682,0,중급,대학졸업,42591000,도시근교,기혼,280,0,2,비방문,포인트,자사영업,1417000,고급차,소,0
1,계약자,고용,0,9.3462,0,고급,고졸이하,114329000,시골,기혼,120,0,4이상,비방문,할인,대리점,42000,일반세단,중,5
1,피보험자,고용,0,5.1726,0,기본,대학졸업,107954000,시골,기혼,120,0,1,자주방문,할인,자사영업,53000,SUV,중,3
3,피보험자,무직,1,7.5924,0,기본,대학졸업,0,도시근교,미혼,60,0,2,자주방문,설계사독려,인터넷,591000,컴팩트카,중,2
4,계약자,휴직,0,10.2342,0,중급,대학졸업,22609000,도시근교,미혼,140,0,3,비방문,설계사독려,자사영업,723000,스포츠카,중,2
1,피보험자,고용,1,5.4834,0,기본,대학졸업,99420000,시골,기혼,60,0,4이상,자주방문,설계사독려,자사영업,89000,일반세단,중,3
4,계약자,휴직,0,16.7721,1,기본,고졸이하,34264000,도시근교,기혼,110,1,2,비방문,설계사독려,콜센터,593000,SUV,중,2
2,계약자,무직,1,5.5944,0,기본,고졸이하,0,도시근교,기혼,70,1,4이상,비방문,포인트,인터넷,403000,일반세단,중,2
4,계약자,고용,1,5.661,0,기본,대학졸업,80794000,도심,기혼,70,0,3,비방문,포인트,콜센터,305000,컴팩트카,중,7
6,계약자,고용,1,9.8901,0,중급,대학졸업,70561000,도시근교,미혼,270,0,1,비방문,할인,대리점,1340000,고급차,중,0
4,피보험자,휴직,1,25.2192,0,기본,석사,26106000,도시근교,기혼,230,0,2,자주방문,할인,대리점,1859000,고급차,대,0
5,계약자,고용,0,10.101,0,고급,고졸이하,78234000,도시근교,기혼,120,4,3,비방문,설계사독려,자사영업,682000,일반세단,소,5
4,계약자,고용,0,5.439,0,기본,고졸이하,66179000,도심,기혼,60,0,4이상,비방문,포인트,콜센터,286000,일반세단,중,7
1,계약자,고용,1,3.2412,0,기본,박사,103126000,시골,기혼,80,0,1,비방문,없음,대리점,191000,일반세단,중,3
1,피보험자,고용,0,6.3603,0,기본,석사,110862000,도심,기혼,70,0,4이상,자주방문,포인트,콜센터,303000,일반세단,중,4
1,피보험자,고용,1,13.6308,1,고급,대학졸업,106158000,도시근교,기혼,110,0,2,자주방문,할인,자사영업,605000,컴팩트카,중,5
4,계약자,고용,0,2.7417,1,기본,대학졸업,76741000,도심,기혼,60,0,1,비방문,설계사독려,대리점,258000,일반세단,중,1
4,피보험자,휴직,0,5.217,0,중급,고졸이하,31738000,도시근교,기혼,140,1,1,자주방문,포인트,대리점,747000,SUV,중,2
3,계약자,고용,1,8.8245,0,기본,고졸이하,31471000,도시근교,미혼,70,0,2,비방문,포인트,대리점,409000,일반세단,소,1
4,계약자,고용,1,3.663,0,중급,대학졸업,79449000,시골,미혼,100,4,1,비방문,없음,자사영업,221000,일반세단,중,1
5,계약자,고용,1,8.3361,0,고급,대학졸업,59557000,도시근교,미혼,220,0,1,비방문,할인,자사영업,1144000,SUV,중,5
2,계약자,휴직,0,7.9032,0,기본,대학졸업,19394000,도시근교,기혼,60,0,2,비방문,할인,자사영업,368000,일반세단,대,6
5,피보험자,고용,1,8.8911,0,기본,고졸이하,76638000,도심,기혼,110,0,3,자주방문,설계사독려,콜센터,572000,SUV,소,7
3,계약자,고용,0,5.9052,1,기본,대학졸업,30204000,도시근교,기혼,70,0,4이상,비방문,설계사독려,콜센터,397000,일반세단,소,7
1,계약자,고용,1,6.0828,0,기본,대학졸업,105482000,도심,미혼,70,0,4이상,비방문,할인,자사영업,318000,컴팩트카,중,3
3,계약자,무직,0,8.0364,0,기본,대학졸업,0,도시근교,미혼,110,0,3,비방문,설계사독려,대리점,611000,SUV,소,2
6,피보험자,고용,0,17.2716,0,기본,대학졸업,75613000,도시근교,기혼,220,0,4이상,자주방문,할인,대리점,1385000,고급차,중,0
1,피보험자,고용,1,9.9345,0,기본,대학졸업,100656000,시골,기혼,120,0,4이상,자주방문,할인,인터넷,334000,SUV,중,3
3,계약자,고용,0,9.3684,0,기본,고졸이하,61048000,시골,기혼,70,3,2,비방문,설계사독려,대리점,54000,일반세단,중,1
4,피보험자,고용,1,3.108,0,기본,대학졸업,58493000,도시근교,미혼,70,1,1,자주방문,할인,인터넷,421000,일반세단,중,1
4,계약자,고용,1,8.3472,0,기본,고졸이하,67194000,도시근교,기혼,60,0,2,비방문,없음,대리점,373000,일반세단,중,1
3,계약자,무직,0,43.3233,0,기본,대학졸업,0,도시근교,기혼,200,0,2,비방문,설계사독려,콜센터,1067000,고급차,중,0
3,계약자,고용,0,2.8749,0,기본,고졸이하,36128000,도심,기혼,70,0,1,비방문,할인,대리점,367000,컴팩트카,대,6
3,계약자,무직,1,9.9789,0,중급,고졸이하,0,도시근교,미혼,150,0,4이상,비방문,설계사독려,콜센터,1453000,스포츠카,대,6
3,피보험자,무직,1,2.5863,0,기본,대학졸업,0,도시근교,미혼,70,0,1,자주방문,포인트,인터넷,596000,일반세단,소,2
3,계약자,휴직,0,10.2564,0,중급,박사,14518000,도시근교,미혼,90,0,2,비방문,포인트,대리점,677000,컴팩트카,중,2
3,계약자,무직,1,6.9819,0,중급,대학졸업,0,도시근교,미혼,100,0,4이상,비방문,할인,자사영업,845000,컴팩트카,중,2
4,계약자,고용,0,10.9668,0,중급,석사,74897000,시골,기혼,140,0,4이상,비방문,할인,대리점,119000,SUV,중,4
3,피보험자,FALSE,1,13.0869,1,기본,대학졸업,30344000,도시근교,미혼,70,0,2,자주방문,설계사독려,인터넷,391000,일반세단,중,2
3,피보험자,휴직,0,6.0828,0,기본,대학졸업,25583000,도시근교,기혼,80,0,3,자주방문,설계사독려,자사영업,421000,일반세단,대,6
3,계약자,고용,0,4.4511,0,중급,석사,64957000,시골,기혼,110,0,1,비방문,설계사독려,자사영업,7000,일반세단,중,4
1,피보험자,고용,0,4.0737,0,중급,대학졸업,101921000,도시근교,기혼,100,0,1,자주방문,없음,콜센터,633000,일반세단,중,3
3,계약자,고용,0,5.2281,0,기본,고졸이하,55395000,도심,기혼,60,4,3,비방문,설계사독려,콜센터,243000,일반세단,대,6
4,계약자,고용,0,3.0525,0,기본,대학졸업,70546000,시골,기혼,70,0,1,비방문,없음,인터넷,60000,컴팩트카,중,1
5,계약자,고용,0,45.1659,0,기본,고졸이하,45010000,도시근교,기혼,120,0,2,비방문,없음,콜센터,676000,SUV,소,7
5,계약자,고용,0,5.0616,0,기본,박사,74517000,도시근교,기혼,130,0,1,비방문,설계사독려,대리점,664000,SUV,중,1
4,피보험자,고용,1,8.2473,0,중급,대학졸업,73986000,도심,기혼,100,0,3,자주방문,할인,대리점,297000,일반세단,중,7
1,계약자,고용,1,2.9304,0,기본,대학졸업,108685000,도심,미혼,60,0,1,비방문,포인트,콜센터,290000,컴팩트카,중,3
4,계약자,고용,1,29.1042,0,중급,고졸이하,29734000,도시근교,미혼,90,0,2,비방문,설계사독려,자사영업,1245000,일반세단,소,7
4,계약자,FALSE,0,2.664,1,기본,고졸이하,26777000,도시근교,미혼,70,0,1,비방문,할인,자사영업,707000,일반세단,중,2
1,피보험자,고용,1,5.7831,0,기본,대학졸업,89679000,도심,기혼,70,0,4이상,자주방문,할인,대리점,218000,일반세단,중,3
3,피보험자,고용,0,6.5601,0,기본,대학졸업,56848000,시골,기혼,80,0,3,자주방문,없음,자사영업,121000,일반세단,중,7
3,계약자,무직,1,30.4362,0,기본,대학졸업,0,도시근교,기혼,120,0,2,비방문,포인트,자사영업,664000,SUV,중,2
4,피보험자,고용,1,5.5944,0,기본,대학졸업,71251000,도심,기혼,60,0,4이상,자주방문,설계사독려,콜센터,270000,컴팩트카,중,7
3,계약자,고용,0,3.4299,0,중급,고졸이하,28805000,시골,기혼,80,0,1,비방문,설계사독려,콜센터,54000,일반세단,중,1
4,계약자,고용,1,9.4461,0,기본,대학졸업,58196000,도심,기혼,80,1,2,비방문,설계사독려,콜센터,276000,일반세단,중,1
4,계약자,고용,0,23.2323,0,기본,고졸이하,53286000,도시근교,기혼,70,0,2,비방문,없음,자사영업,439000,일반세단,중,7
3,계약자,무직,1,3.9072,0,기본,대학졸업,0,도시근교,미혼,110,2,1,비방문,포인트,인터넷,916000,스포츠카,소,2
3,피보험자,무직,0,19.6137,0,기본,대학졸업,0,도시근교,미혼,80,0,2,자주방문,할인,인터넷,439000,컴팩트카,대,6
4,계약자,고용,0,33.6441,0,중급,대학졸업,80654000,도심,미혼,90,0,2,비방문,없음,인터넷,407000,컴팩트카,중,7
3,계약자,휴직,0,5.2503,1,중급,대학졸업,15667000,도시근교,기혼,140,0,1,비방문,설계사독려,대리점,1037000,SUV,소,2
1,계약자,고용,1,5.8608,0,기본,대학졸업,86474000,시골,미혼,60,0,4이상,비방문,설계사독려,콜센터,187000,컴팩트카,중,3
2,피보험자,고용,0,3.3189,0,기본,고졸이하,87889000,도심,기혼,80,1,1,자주방문,할인,자사영업,281000,일반세단,중,3
3,피보험자,무직,1,3.9405,0,중급,대학졸업,0,도심,기혼,100,0,1,자주방문,할인,자사영업,551000,일반세단,대,6
4,계약자,고용,1,7.0707,0,중급,대학졸업,28597000,도시근교,기혼,80,0,3,비방문,설계사독려,인터넷,480000,일반세단,중,7
1,피보험자,고용,1,5.9607,0,기본,대학졸업,84463000,시골,기혼,70,0,3,자주방문,설계사독려,인터넷,161000,일반세단,중,3
3,계약자,휴직,0,5.7387,0,중급,석사,15507000,도시근교,기혼,150,0,1,비방문,할인,대리점,782000,SUV,중,4
3,계약자,고용,0,9.1686,0,기본,고졸이하,50525000,시골,기혼,110,0,3,비방문,할인,대리점,50000,SUV,중,7
3,계약자,고용,0,5.7609,0,기본,석사,29980000,도심,기혼,60,0,4이상,비방문,설계사독려,자사영업,346000,일반세단,중,4
4,계약자,휴직,1,8.991,0,기본,대학졸업,30586000,도시근교,미혼,120,0,3,비방문,할인,대리점,1179000,스포츠카,중,2
1,피보험자,고용,0,9.8235,0,기본,고졸이하,115183000,도심,기혼,120,0,3,자주방문,할인,대리점,406000,스포츠카,중,3
2,계약자,고용,1,9.213,0,기본,석사,88392000,도심,미혼,120,0,4이상,비방문,할인,대리점,615000,SUV,중,4
2,계약자,무직,0,10.3674,0,기본,고졸이하,0,도시근교,기혼,70,1,2,비방문,설계사독려,자사영업,379000,컴팩트카,중,2
2,계약자,무직,0,5.6388,0,기본,고졸이하,0,시골,기혼,70,0,4이상,비방문,포인트,자사영업,116000,컴팩트카,중,2
4,피보험자,고용,0,5.9496,0,기본,대학졸업,52729000,도심,미혼,70,0,4이상,자주방문,할인,자사영업,299000,일반세단,중,7
3,피보험자,고용,0,2.6973,0,기본,고졸이하,28770000,도시근교,기혼,60,0,1,자주방문,포인트,대리점,362000,일반세단,중,1
3,계약자,휴직,1,7.9698,0,기본,대학졸업,17292000,도시근교,미혼,60,0,2,비방문,할인,대리점,497000,일반세단,중,2
4,피보험자,고용,1,5.9718,0,기본,대학졸업,36098000,도시근교,미혼,70,0,4이상,자주방문,포인트,대리점,616000,일반세단,중,7
3,계약자,FALSE,1,7.7922,1,기본,대학졸업,32213000,도시근교,기혼,70,0,2,비방문,할인,대리점,373000,일반세단,중,2
3,계약자,고용,0,7.8588,0,중급,대학졸업,29382000,도심,기혼,90,0,4이상,비방문,포인트,대리점,310000,일반세단,중,7
3,계약자,무직,0,2.6862,0,기본,고졸이하,0,도시근교,기혼,70,0,1,비방문,설계사독려,인터넷,445000,일반세단,대,6
1,계약자,고용,1,9.0909,0,기본,대학졸업,107214000,도시근교,미혼,70,4,2,비방문,설계사독려,자사영업,433000,일반세단,중,3
3,피보험자,무직,0,7.7145,0,기본,대학졸업,0,도시근교,미혼,80,3,2,자주방문,설계사독려,대리점,649000,일반세단,중,2
3,계약자,무직,1,8.2917,0,기본,고졸이하,0,도시근교,미혼,120,0,4이상,비방문,포인트,자사영업,969000,SUV,중,2
4,계약자,휴직,1,14.6742,0,기본,대학졸업,35455000,도시근교,기혼,130,0,2,비방문,할인,자사영업,999000,SUV,중,2
3,계약자,무직,0,4.4511,0,기본,고졸이하,0,도시근교,미혼,120,0,1,비방문,설계사독려,콜센터,1612000,SUV,중,2
4,피보험자,고용,1,9.7014,0,기본,대학졸업,74152000,시골,기혼,120,0,4이상,자주방문,포인트,콜센터,277000,SUV,소,7
2,피보험자,고용,0,6.6045,0,고급,고졸이하,105896000,도시근교,기혼,160,0,1,자주방문,설계사독려,콜센터,1038000,SUV,중,5
4,계약자,고용,0,6.1272,0,기본,대학졸업,31399000,도시근교,미혼,70,0,3,비방문,할인,대리점,518000,일반세단,중,7
3,피보험자,휴직,0,5.5944,0,기본,대학졸업,26858000,도시근교,기혼,60,0,4이상,자주방문,할인,대리점,391000,컴팩트카,대,6
3,계약자,무직,0,6.2715,0,중급,대학졸업,0,도시근교,미혼,90,0,4이상,비방문,포인트,콜센터,738000,일반세단,중,2
3,계약자,고용,0,9.879,0,기본,고졸이하,31486000,시골,기혼,130,0,4이상,비방문,없음,콜센터,209000,SUV,소,7
3,계약자,무직,1,9.6792,0,중급,대학졸업,0,도시근교,미혼,90,0,2,비방문,포인트,자사영업,747000,일반세단,중,2
3,계약자,무직,0,8.7357,0,기본,대학졸업,0,도시근교,기혼,110,0,4이상,비방문,할인,대리점,634000,SUV,소,2
4,피보험자,고용,1,7.6368,0,중급,고졸이하,46890000,도시근교,기혼,90,0,4이상,자주방문,포인트,대리점,599000,일반세단,소,7
4,계약자,고용,0,7.1151,0,중급,대학졸업,57208000,도시근교,미혼,90,0,4이상,비방문,포인트,대리점,480000,컴팩트카,소,7
4,계약자,휴직,0,11.2554,0,중급,대학졸업,32723000,도시근교,기혼,90,0,2,비방문,할인,자사영업,522000,일반세단,중,2
5,계약자,고용,0,9.5238,0,중급,대학졸업,48003000,도시근교,미혼,250,0,1,비방문,할인,자사영업,1292000,고급차,소,0
1,피보험자,고용,1,5.0061,0,기본,대학졸업,101303000,시골,기혼,120,0,1,자주방문,설계사독려,자사영업,250000,SUV,중,3
3,피보험자,고용,0,4.1625,1,중급,대학졸업,49845000,시골,기혼,100,1,1,자주방문,설계사독려,콜센터,24000,컴팩트카,대,6
4,계약자,고용,1,6.0828,1,기본,석사,67301000,도시근교,기혼,70,1,3,비방문,할인,자사영업,403000,일반세단,소,4
3,피보험자,무직,1,7.9476,0,기본,고졸이하,0,도시근교,미혼,120,0,4이상,자주방문,할인,대리점,1557000,SUV,대,6
1,계약자,고용,0,14.7297,0,기본,대학졸업,119710000,시골,기혼,120,0,2,비방문,포인트,대리점,93000,SUV,중,3
4,계약자,고용,0,5.8275,1,기본,대학졸업,34740000,도시근교,기혼,70,0,4이상,비방문,할인,대리점,564000,컴팩트카,중,7
3,계약자,휴직,1,5.0616,0,기본,대학졸업,30784000,도시근교,미혼,70,0,3,비방문,설계사독려,콜센터,373000,컴팩트카,중,2
1,계약자,고용,1,3.0525,0,기본,고졸이하,104293000,도시근교,미혼,70,0,1,비방문,설계사독려,대리점,415000,일반세단,중,3
3,피보험자,휴직,1,3.2301,0,중급,고졸이하,34276000,도시근교,기혼,80,0,1,자주방문,포인트,대리점,456000,일반세단,대,6
3,계약자,고용,0,6.4602,0,기본,대학졸업,46256000,도심,기혼,80,0,3,비방문,설계사독려,자사영업,257000,일반세단,중,7
1,계약자,고용,0,6.3936,0,기본,고졸이하,117354000,시골,기혼,80,0,4이상,비방문,설계사독려,자사영업,133000,컴팩트카,중,3
4,계약자,고용,1,2.6862,0,기본,석사,58893000,도시근교,기혼,60,1,1,비방문,할인,자사영업,362000,일반세단,중,4
2,피보험자,고용,0,5.7054,0,기본,대학졸업,86840000,도심,기혼,60,0,4이상,자주방문,포인트,인터넷,337000,일반세단,중,3
3,피보험자,고용,1,6.7155,1,중급,대학졸업,24510000,도시근교,기혼,80,1,4이상,자주방문,할인,자사영업,451000,일반세단,중,7
4,계약자,고용,0,6.7821,0,고급,고졸이하,72383000,시골,기혼,180,0,1,비방문,포인트,인터넷,168000,SUV,중,5
2,피보험자,고용,1,3.6963,0,중급,대학졸업,90796000,도시근교,기혼,90,0,1,자주방문,설계사독려,대리점,616000,일반세단,소,3
2,계약자,고용,0,44.5443,0,중급,대학졸업,118620000,도심,기혼,140,0,2,비방문,설계사독려,자사영업,725000,스포츠카,중,3
1,계약자,고용,0,5.661,0,기본,대학졸업,83471000,시골,미혼,70,0,4이상,비방문,포인트,자사영업,125000,컴팩트카,대,6
3,계약자,무직,1,4.9617,0,기본,고졸이하,0,도시근교,미혼,70,2,4이상,비방문,할인,자사영업,605000,일반세단,중,2
3,계약자,무직,1,9.7347,0,중급,고졸이하,0,도시근교,미혼,100,0,2,비방문,없음,자사영업,774000,일반세단,중,2
3,피보험자,고용,0,11.4885,0,중급,대학졸업,88800000,도시근교,기혼,150,0,4이상,자주방문,없음,자사영업,1019000,SUV,중,7
4,계약자,FALSE,1,11.5551,1,기본,고졸이하,24308000,도시근교,미혼,110,1,2,비방문,할인,자사영업,647000,SUV,중,2
2,계약자,고용,0,9.102,0,기본,석사,98281000,도시근교,미혼,70,0,2,비방문,할인,대리점,397000,일반세단,대,4
3,계약자,FALSE,0,2.4975,1,기본,대학졸업,29934000,도시근교,미혼,70,1,1,비방문,할인,자사영업,430000,일반세단,중,2
3,피보험자,고용,1,5.7831,0,기본,대학졸업,39591000,도시근교,기혼,60,0,4이상,자주방문,할인,자사영업,391000,컴팩트카,소,7
1,피보험자,고용,0,16.9941,0,기본,고졸이하,100784000,시골,기혼,220,0,4이상,자주방문,할인,대리점,167000,고급차,중,0
3,계약자,무직,0,8.88,1,기본,대학졸업,0,도시근교,기혼,120,0,3,비방문,할인,대리점,634000,SUV,중,2
3,피보험자,무직,1,5.0505,0,중급,고졸이하,0,도시근교,기혼,130,0,1,자주방문,할인,자사영업,882000,SUV,중,2
2,계약자,휴직,0,5.9385,0,기본,고졸이하,20548000,도시근교,기혼,70,0,4이상,비방문,할인,인터넷,409000,일반세단,소,2
3,계약자,무직,0,8.2695,0,중급,고졸이하,0,도시근교,미혼,240,0,1,비방문,설계사독려,대리점,1832000,고급차,대,0
3,계약자,고용,1,3.4521,0,중급,대학졸업,39711000,시골,기혼,80,0,1,비방문,없음,자사영업,224000,일반세단,중,1
2,계약자,FALSE,1,4.8729,1,기본,대학졸업,12763000,도시근교,미혼,70,0,4이상,비방문,할인,대리점,397000,일반세단,중,2
3,피보험자,고용,1,5.4057,0,기본,대학졸업,25834000,도시근교,기혼,60,0,4이상,자주방문,설계사독려,대리점,373000,일반세단,중,7
3,계약자,무직,1,7.7589,0,기본,대학졸업,0,도시근교,미혼,60,0,2,비방문,할인,대리점,543000,일반세단,중,2
3,계약자,고용,0,6.5046,0,기본,대학졸업,44330000,도심,기혼,70,1,3,비방문,할인,대리점,237000,일반세단,중,7
1,계약자,고용,0,10.1232,0,기본,대학졸업,83624000,시골,기혼,120,0,4이상,비방문,할인,자사영업,214000,SUV,중,3
3,피보험자,휴직,1,5.883,0,기본,석사,31947000,도심,기혼,70,0,4이상,자주방문,할인,콜센터,381000,일반세단,대,4
3,피보험자,무직,0,4.0293,0,기본,대학졸업,0,도시근교,미혼,110,0,1,자주방문,설계사독려,인터넷,898000,SUV,소,2
2,계약자,고용,1,9.7902,1,기본,고졸이하,119984000,도시근교,기혼,120,1,4이상,비방문,설계사독려,자사영업,652000,SUV,중,3
4,피보험자,고용,1,5.9829,1,중급,대학졸업,79828000,시골,기혼,150,0,1,자주방문,설계사독려,대리점,71000,스포츠카,중,1
3,계약자,무직,1,3.4632,1,기본,대학졸업,0,도시근교,기혼,110,4,1,비방문,할인,대리점,1186000,SUV,대,6
4,계약자,고용,0,2.7084,0,기본,대학졸업,52540000,도시근교,기혼,60,0,1,비방문,설계사독려,자사영업,362000,일반세단,소,1
3,계약자,고용,1,9.7125,0,기본,고졸이하,61538000,시골,기혼,120,0,4이상,비방문,할인,콜센터,49000,SUV,중,7
1,계약자,고용,0,2.9193,0,기본,대학졸업,101541000,도심,기혼,70,0,1,비방문,설계사독려,자사영업,315000,일반세단,중,3
2,피보험자,무직,1,7.4037,0,기본,고졸이하,0,도시근교,기혼,70,1,2,자주방문,포인트,대리점,385000,일반세단,중,2
