CID,AGE,등록(계/피),고용상태,성별,Willingness to pay/Stay,갱신,상품타입,교육수준,소득,지역,결혼여부,월 납입액,VOC,타 상품 보유 현황,온라인방문빈도,갱신인센티브,판매채널,총지불금액,자동차,거주지사이즈
10957,3,계약자,고용,0,3.1746,0,기본,석사,32905000,시골,기혼,70,0,1,비방문,설계사독려,인터넷,166000,일반세단,중
10958,3,피보험자,고용,0,6.9708,0,중급,대학졸업,38828000,도심,기혼,80,0,3,자주방문,할인,대리점,256000,일반세단,대
10959,3,피보험자,휴직,1,3.0858,0,중급,대학졸업,28637000,도시근교,기혼,80,1,1,자주방문,없음,인터넷,451000,컴팩트카,중
10960,1,계약자,고용,0,15.7509,0,기본,고졸이하,105964000,도시근교,기혼,70,0,2,비방문,설계사독려,콜센터,415000,컴팩트카,중
10961,2,계약자,고용,0,10.8003,0,중급,석사,86806000,도시근교,기혼,90,0,2,비방문,설계사독려,콜센터,640000,일반세단,중
10962,3,계약자,무직,0,8.991,0,기본,대학졸업,0,도심,미혼,120,0,4이상,비방문,할인,자사영업,542000,SUV,중
10963,4,계약자,고용,1,5.5722,0,기본,대학졸업,81583000,도심,기혼,60,0,3,비방문,할인,대리점,215000,일반세단,중
10964,4,계약자,고용,0,5.3613,1,기본,대학졸업,46521000,도시근교,미혼,60,4,4이상,비방문,설계사독려,콜센터,391000,일반세단,중
10965,2,계약자,고용,0,19.5693,0,기본,대학졸업,93496000,도심,기혼,60,0,2,비방문,설계사독려,대리점,269000,일반세단,중
10966,5,계약자,고용,0,12.2211,1,고급,대학졸업,62059000,도시근교,미혼,340,0,1,비방문,설계사독려,대리점,1678000,고급차,중
10967,4,계약자,고용,0,4.995,0,고급,대학졸업,55761000,도심,기혼,130,0,1,비방문,할인,대리점,588000,일반세단,중
10968,2,계약자,고용,1,11.7327,0,중급,대학졸업,110609000,도심,기혼,150,0,3,비방문,없음,인터넷,762000,SUV,중
10969,3,계약자,휴직,1,11.7771,0,중급,대학졸업,19275000,도시근교,미혼,100,0,2,비방문,할인,자사영업,755000,컴팩트카,중
10970,3,계약자,무직,1,12.6984,0,중급,대학졸업,0,도시근교,미혼,150,4,2,비방문,설계사독려,자사영업,1211000,SUV,소
10971,2,계약자,FALSE,1,4.9506,1,기본,대학졸업,21176000,도시근교,미혼,60,1,3,비방문,할인,대리점,385000,일반세단,중
10972,3,계약자,무직,0,6.1716,0,고급,대학졸업,0,도시근교,미혼,220,4,1,비방문,포인트,대리점,2663000,SUV,중
10973,3,계약자,휴직,1,5.7387,1,기본,고졸이하,14937000,도시근교,미혼,70,0,4이상,비방문,설계사독려,콜센터,433000,일반세단,중
10974,6,계약자,고용,1,8.7024,1,중급,대학졸업,70196000,도시근교,미혼,240,2,1,비방문,설계사독려,대리점,1245000,고급차,소
10975,3,계약자,휴직,0,26.7621,0,기본,대학졸업,20738000,도시근교,미혼,70,0,2,비방문,할인,콜센터,681000,일반세단,소
10976,2,계약자,고용,0,6.2604,0,기본,대학졸업,84710000,도심,미혼,70,0,4이상,비방문,포인트,인터넷,406000,컴팩트카,중
10977,5,피보험자,고용,1,8.5248,0,중급,대학졸업,81991000,도시근교,기혼,100,0,4이상,자주방문,없음,자사영업,569000,일반세단,중
10978,4,계약자,고용,0,9.3351,0,기본,고졸이하,40133000,도시근교,기혼,120,0,4이상,비방문,없음,콜센터,628000,SUV,중
10979,2,계약자,고용,1,13.6974,0,기본,대학졸업,87127000,도심,미혼,110,0,2,비방문,포인트,대리점,365000,SUV,대
10980,1,계약자,고용,0,2.8971,0,기본,석사,108572000,도시근교,미혼,60,0,1,비방문,없음,자사영업,538000,일반세단,중
10981,3,피보험자,무직,1,6.7488,0,중급,고졸이하,0,도시근교,미혼,90,0,4이상,자주방문,설계사독려,대리점,774000,일반세단,대
10982,4,계약자,고용,1,4.9062,0,기본,대학졸업,30619000,도심,기혼,130,3,1,비방문,없음,인터넷,601000,SUV,소
10983,2,계약자,고용,0,12.1323,0,기본,대학졸업,87078000,도심,기혼,70,0,2,비방문,설계사독려,콜센터,337000,컴팩트카,중
10984,3,계약자,휴직,0,6.0273,0,기본,대학졸업,33259000,도시근교,기혼,70,1,3,비방문,설계사독려,대리점,427000,일반세단,중
10985,4,계약자,휴직,1,6.8709,0,중급,고졸이하,30935000,도시근교,기혼,80,0,4이상,비방문,없음,자사영업,736000,컴팩트카,대
10986,1,피보험자,고용,1,5.0172,0,기본,고졸이하,90049000,시골,기혼,130,0,1,자주방문,설계사독려,자사영업,238000,SUV,중
10987,3,계약자,무직,1,2.7528,0,기본,대학졸업,0,도시근교,미혼,70,0,1,비방문,할인,콜센터,631000,일반세단,중
10988,3,피보험자,휴직,0,7.659,0,중급,고졸이하,19132000,도시근교,기혼,100,1,4이상,자주방문,할인,콜센터,706000,일반세단,소
10989,4,계약자,고용,0,24.1314,0,중급,고졸이하,36165000,도시근교,기혼,150,0,2,비방문,할인,인터넷,806000,SUV,중
10990,3,계약자,고용,0,42.1134,0,기본,고졸이하,24739000,도심,기혼,120,0,2,비방문,포인트,대리점,449000,SUV,소
10991,3,계약자,무직,1,34.6542,0,기본,대학졸업,0,도시근교,미혼,130,0,2,비방문,설계사독려,인터넷,1516000,스포츠카,중
10992,4,피보험자,고용,0,9.4128,0,고급,고졸이하,35604000,도시근교,기혼,110,0,4이상,자주방문,할인,대리점,943000,컴팩트카,중
10993,3,계약자,휴직,1,9.4239,0,중급,대학졸업,34461000,시골,미혼,80,0,2,비방문,포인트,대리점,162000,일반세단,중
10994,1,계약자,고용,1,9.8679,0,고급,고졸이하,104661000,시골,미혼,130,1,4이상,비방문,포인트,대리점,80000,일반세단,중
10995,2,피보험자,무직,0,5.1837,0,기본,대학졸업,0,도심,미혼,70,0,4이상,자주방문,설계사독려,콜센터,225000,일반세단,중
10996,5,계약자,고용,1,11.3331,0,중급,고졸이하,52558000,도시근교,기혼,140,0,3,비방문,할인,자사영업,759000,SUV,중
10997,2,피보험자,고용,0,4.5732,1,고급,대학졸업,83373000,도시근교,미혼,110,0,1,자주방문,할인,자사영업,611000,컴팩트카,중
10998,2,피보험자,고용,0,8.2251,0,기본,고졸이하,96635000,도심,미혼,60,0,2,자주방문,할인,대리점,347000,컴팩트카,중
10999,4,계약자,고용,1,4.218,0,중급,고졸이하,31304000,도시근교,기혼,100,0,1,비방문,설계사독려,자사영업,575000,일반세단,소
11000,5,계약자,고용,1,13.4976,1,고급,고졸이하,69036000,도시근교,미혼,110,0,2,비방문,할인,대리점,611000,일반세단,중
11001,5,피보험자,고용,0,31.2132,0,중급,대학졸업,81969000,도시근교,기혼,110,0,2,자주방문,설계사독려,자사영업,587000,일반세단,소
11002,4,계약자,고용,0,9.1242,0,고급,대학졸업,34182000,도심,기혼,110,0,4이상,종종,할인,대리점,528000,컴팩트카,중
11003,4,계약자,고용,0,5.328,0,기본,대학졸업,44839000,도심,미혼,60,0,4이상,비방문,포인트,자사영업,305000,일반세단,중
11004,3,피보험자,무직,1,12.0657,0,고급,고졸이하,0,도시근교,미혼,120,1,2,자주방문,할인,대리점,1318000,일반세단,대
11005,4,계약자,고용,0,3.8073,0,중급,대학졸업,35082000,도심,미혼,100,0,1,비방문,설계사독려,대리점,524000,일반세단,중
11006,2,계약자,고용,0,9.5571,1,기본,대학졸업,95042000,도심,기혼,120,0,3,비방문,설계사독려,자사영업,357000,SUV,중
11007,3,계약자,휴직,0,5.1171,1,기본,대학졸업,27124000,도시근교,미혼,60,0,4이상,비방문,설계사독려,인터넷,373000,일반세단,대
11008,3,피보험자,무직,1,20.6793,0,중급,대학졸업,0,도시근교,미혼,160,0,2,자주방문,할인,콜센터,1317000,SUV,중
11009,4,계약자,고용,0,3.8517,0,중급,석사,58576000,도시근교,미혼,90,0,1,비방문,할인,대리점,510000,컴팩트카,소
11010,3,피보험자,무직,1,2.7528,0,기본,대학졸업,0,도시근교,미혼,80,0,1,자주방문,설계사독려,인터넷,631000,일반세단,대
11011,3,계약자,고용,1,6.4269,0,기본,대학졸업,35486000,도심,기혼,80,0,4이상,비방문,설계사독려,인터넷,275000,컴팩트카,중
11012,4,계약자,고용,1,6.1605,1,기본,대학졸업,81473000,도시근교,미혼,70,0,4이상,비방문,할인,대리점,409000,일반세단,중
11013,3,계약자,휴직,1,3.8184,0,중급,대학졸업,19477000,도시근교,기혼,100,0,1,비방문,설계사독려,콜센터,551000,컴팩트카,대
11014,1,계약자,고용,0,5.0283,0,고급,대학졸업,113869000,시골,기혼,130,0,1,비방문,포인트,대리점,7000,일반세단,중
11015,5,피보험자,고용,0,6.216,1,중급,고졸이하,45659000,도시근교,기혼,160,0,1,자주방문,할인,자사영업,824000,SUV,중
11016,2,계약자,고용,1,2.9082,1,기본,대학졸업,86885000,도시근교,미혼,70,0,1,비방문,할인,대리점,391000,컴팩트카,중
11017,4,계약자,고용,1,11.6661,0,중급,대학졸업,45585000,도심,미혼,160,1,4이상,비방문,할인,콜센터,476000,스포츠카,중
11018,4,계약자,FALSE,1,11.9436,0,중급,고졸이하,23291000,도시근교,기혼,100,0,2,비방문,없음,대리점,836000,일반세단,중
11019,4,계약자,고용,1,6.105,0,기본,대학졸업,39886000,도시근교,기혼,80,0,4이상,비방문,포인트,자사영업,548000,일반세단,중
11020,1,계약자,고용,1,3.0969,0,기본,대학졸업,86990000,도심,기혼,70,0,1,비방문,설계사독려,자사영업,255000,일반세단,중
11021,1,계약자,고용,0,5.7498,0,기본,석사,109926000,시골,미혼,70,0,3,비방문,할인,대리점,91000,일반세단,중
11022,3,계약자,무직,1,9.0687,0,고급,대학졸업,0,도시근교,미혼,120,0,3,비방문,할인,대리점,987000,일반세단,중
11023,3,피보험자,고용,0,4.7397,0,기본,대학졸업,52493000,시골,기혼,120,0,1,자주방문,포인트,자사영업,183000,SUV,중
11024,4,피보험자,고용,0,5.7942,1,기본,대학졸업,47893000,도심,미혼,70,0,4이상,자주방문,설계사독려,인터넷,323000,컴팩트카,중
11025,4,계약자,고용,1,8.6691,0,중급,석사,62683000,도심,미혼,100,0,4이상,비방문,할인,대리점,310000,컴팩트카,대
11026,3,계약자,무직,0,5.6166,0,중급,고졸이하,0,도시근교,기혼,150,0,1,종종,할인,자사영업,794000,SUV,소
11027,3,계약자,고용,1,8.6247,0,기본,대학졸업,89833000,도시근교,미혼,230,0,1,비방문,할인,인터넷,1734000,고급차,중
11028,1,계약자,고용,1,12.7983,0,중급,대학졸업,102552000,도심,기혼,100,0,2,비방문,포인트,대리점,485000,일반세단,소
11029,5,계약자,고용,1,5.6277,1,중급,박사,69349000,도시근교,기혼,140,0,1,비방문,설계사독려,자사영업,741000,SUV,중
11030,3,계약자,FALSE,1,5.1504,1,기본,대학졸업,32208000,도시근교,기혼,70,1,4이상,비방문,설계사독려,대리점,391000,컴팩트카,중
11031,2,계약자,무직,1,5.883,0,기본,석사,0,시골,미혼,80,0,3,비방문,할인,자사영업,188000,일반세단,대
11032,4,계약자,FALSE,0,6.9597,1,중급,대학졸업,22324000,도시근교,미혼,90,0,4이상,비방문,할인,자사영업,510000,일반세단,중
11033,3,계약자,무직,0,8.88,1,기본,대학졸업,0,도시근교,기혼,120,0,3,비방문,할인,대리점,634000,SUV,중
11034,3,계약자,무직,0,17.2716,0,고급,대학졸업,0,도시근교,기혼,300,5,4이상,비방문,포인트,인터넷,1500000,고급차,중
11035,4,피보험자,고용,0,5.2392,0,고급,대학졸업,25892000,도시근교,기혼,140,1,1,자주방문,포인트,대리점,772000,컴팩트카,중
11036,3,계약자,고용,0,9.3684,0,기본,대학졸업,59102000,시골,기혼,70,0,2,비방문,할인,인터넷,204000,컴팩트카,중
11037,4,계약자,고용,0,7.9365,0,중급,대학졸업,38740000,도시근교,미혼,100,0,4이상,비방문,포인트,자사영업,543000,일반세단,중
11038,2,계약자,무직,0,7.7589,0,기본,대학졸업,0,도시근교,미혼,70,0,2,비방문,설계사독려,인터넷,403000,일반세단,대
11039,1,계약자,고용,1,7.0818,0,중급,고졸이하,117908000,도시근교,미혼,90,3,3,비방문,설계사독려,자사영업,492000,일반세단,소
11040,4,계약자,고용,1,31.0689,0,기본,고졸이하,27604000,도시근교,기혼,110,0,2,비방문,설계사독려,인터넷,694000,SUV,중
11041,3,계약자,고용,1,5.5167,0,기본,석사,59077000,도심,기혼,60,2,3,비방문,포인트,자사영업,212000,컴팩트카,중
11042,1,피보험자,고용,1,8.4471,0,중급,대학졸업,108456000,시골,기혼,100,0,4이상,자주방문,설계사독려,인터넷,152000,일반세단,중
11043,3,피보험자,고용,0,2.6862,0,기본,박사,30086000,도시근교,기혼,60,1,1,자주방문,설계사독려,대리점,362000,일반세단,대
11044,4,계약자,고용,1,5.1615,0,중급,대학졸업,34025000,도시근교,미혼,130,0,1,비방문,할인,대리점,717000,SUV,중
11045,4,계약자,고용,0,8.6247,0,중급,대학졸업,67700000,도시근교,기혼,110,0,3,비방문,없음,인터넷,575000,일반세단,중
11046,1,계약자,고용,0,6.8709,0,중급,대학졸업,119057000,도심,기혼,80,1,4이상,종종,없음,콜센터,257000,컴팩트카,중
11047,4,계약자,고용,1,3.9072,0,중급,고졸이하,38104000,도시근교,미혼,100,1,1,비방문,할인,대리점,557000,컴팩트카,중
11048,3,계약자,무직,1,2.9748,0,중급,대학졸업,0,도시근교,미혼,90,1,1,비방문,할인,자사영업,492000,일반세단,중
11049,3,계약자,무직,1,6.9597,0,기본,대학졸업,0,도시근교,미혼,70,1,2,비방문,할인,대리점,533000,일반세단,대
11050,4,계약자,FALSE,1,5.1615,1,기본,대학졸업,33906000,도시근교,미혼,70,0,3,비방문,할인,대리점,578000,컴팩트카,중
11051,3,피보험자,무직,1,13.3311,0,고급,고졸이하,0,도시근교,미혼,130,0,2,자주방문,설계사독려,대리점,1058000,일반세단,중
11052,4,계약자,고용,0,11.3109,0,중급,대학졸업,25379000,도시근교,기혼,140,0,4이상,비방문,할인,자사영업,759000,SUV,중
11053,3,피보험자,무직,1,17.6046,0,기본,대학졸업,0,도시근교,미혼,70,0,2,자주방문,할인,인터넷,587000,일반세단,중
11054,2,계약자,무직,1,19.1475,0,기본,대학졸업,0,도시근교,기혼,70,1,2,비방문,할인,대리점,409000,일반세단,중
11055,2,계약자,무직,0,5.8719,0,기본,박사,0,시골,기혼,70,0,3,비방문,설계사독려,콜센터,25000,일반세단,중
11056,3,계약자,휴직,0,6.9597,0,중급,고졸이하,16418000,도시근교,미혼,90,0,3,비방문,할인,대리점,504000,일반세단,소
11057,3,계약자,무직,0,8.8911,1,기본,고졸이하,0,도시근교,미혼,120,0,3,비방문,할인,인터넷,664000,스포츠카,중
11058,3,계약자,무직,1,34.3767,0,기본,대학졸업,0,도시근교,기혼,120,0,2,비방문,포인트,자사영업,854000,SUV,소
11059,2,계약자,고용,0,2.9637,0,기본,대학졸업,95236000,도시근교,기혼,60,1,1,비방문,설계사독려,인터넷,397000,일반세단,중
11060,3,피보험자,고용,0,20.6127,0,기본,고졸이하,61640000,시골,기혼,130,0,2,자주방문,설계사독려,인터넷,140000,SUV,중
11061,3,계약자,무직,1,7.326,0,고급,대학졸업,0,도시근교,미혼,120,2,4이상,비방문,할인,인터넷,1047000,일반세단,중
11062,3,계약자,무직,0,2.4864,0,기본,고졸이하,0,도시근교,미혼,60,0,1,비방문,포인트,자사영업,834000,컴팩트카,소
11063,3,계약자,무직,0,8.2362,0,기본,대학졸업,0,도시근교,미혼,120,0,4이상,비방문,할인,자사영업,634000,SUV,중
11064,4,계약자,휴직,0,5.1393,0,중급,대학졸업,34998000,도시근교,기혼,150,4,1,비방문,할인,콜센터,765000,SUV,중
11065,2,계약자,무직,1,4.8951,0,기본,대학졸업,0,도시근교,미혼,60,0,3,비방문,설계사독려,콜센터,385000,일반세단,중
11066,2,계약자,고용,1,3.5076,0,중급,대학졸업,116885000,도시근교,기혼,80,0,1,종종,설계사독려,대리점,674000,컴팩트카,중
11067,3,계약자,고용,1,5.4501,0,기본,고졸이하,57930000,도심,기혼,60,2,4이상,비방문,포인트,자사영업,204000,일반세단,중
11068,2,피보험자,무직,0,8.7135,0,기본,대학졸업,0,도시근교,기혼,70,0,2,자주방문,없음,인터넷,409000,일반세단,중
11069,2,계약자,무직,0,3.5631,0,중급,대학졸업,0,도심,미혼,90,0,1,비방문,할인,인터넷,403000,일반세단,대
11070,1,계약자,고용,1,5.9829,0,기본,대학졸업,116945000,도심,기혼,70,0,4이상,비방문,설계사독려,자사영업,382000,컴팩트카,대
11071,4,계약자,고용,0,2.7417,1,기본,대학졸업,76741000,도심,기혼,60,0,1,비방문,설계사독려,대리점,258000,일반세단,중
11072,1,계약자,고용,0,5.994,0,기본,대학졸업,87283000,시골,기혼,70,0,4이상,비방문,할인,대리점,192000,일반세단,중
11073,4,계약자,고용,1,34.8651,0,고급,대학졸업,33663000,도시근교,기혼,310,0,2,비방문,설계사독려,자사영업,1577000,고급차,소
11074,4,계약자,고용,0,8.4693,0,중급,고졸이하,72678000,시골,미혼,100,0,3,비방문,포인트,콜센터,105000,일반세단,중
11075,3,계약자,무직,0,8.3694,0,기본,대학졸업,0,도시근교,미혼,70,0,2,비방문,할인,자사영업,642000,컴팩트카,소
11076,3,계약자,휴직,1,2.9082,0,기본,대학졸업,17005000,도시근교,미혼,70,1,1,비방문,설계사독려,자사영업,427000,일반세단,중
11077,1,피보험자,고용,1,8.0031,0,기본,대학졸업,91198000,시골,미혼,60,0,2,자주방문,설계사독려,자사영업,76000,컴팩트카,중
11078,3,계약자,무직,1,7.4037,0,기본,대학졸업,0,도시근교,미혼,210,0,1,비방문,할인,대리점,1627000,고급차,소
11079,5,계약자,고용,1,6.3048,0,기본,대학졸업,63784000,도시근교,미혼,80,0,4이상,비방문,할인,자사영업,944000,일반세단,중
11080,3,계약자,휴직,0,25.4745,0,중급,고졸이하,24071000,시골,기혼,90,0,2,비방문,할인,자사영업,135000,일반세단,중
11081,1,피보험자,고용,1,3.2856,0,기본,대학졸업,110641000,도시근교,기혼,80,0,1,자주방문,포인트,자사영업,455000,일반세단,중
11082,4,계약자,고용,0,2.7195,0,기본,고졸이하,53486000,도심,기혼,60,0,1,비방문,포인트,콜센터,280000,일반세단,중
11083,3,계약자,무직,1,8.5026,0,기본,고졸이하,0,도시근교,미혼,70,0,2,비방문,할인,대리점,649000,컴팩트카,소
11084,1,계약자,고용,1,5.0283,0,기본,대학졸업,110517000,시골,기혼,120,0,1,종종,할인,대리점,194000,SUV,중
11085,2,계약자,무직,0,2.6196,0,기본,대학졸업,0,도시근교,기혼,60,0,1,비방문,할인,자사영업,373000,일반세단,소
11086,1,계약자,고용,0,15.8952,0,고급,대학졸업,117020000,도심,미혼,130,0,2,비방문,할인,인터넷,438000,일반세단,중
11087,3,계약자,FALSE,0,11.2998,1,고급,대학졸업,17172000,도시근교,기혼,320,0,1,비방문,할인,대리점,1606000,고급차,중
11088,3,계약자,무직,0,9.0243,0,기본,고졸이하,0,도시근교,미혼,130,1,4이상,비방문,설계사독려,자사영업,901000,SUV,대
11089,3,계약자,무직,1,14.7297,0,기본,고졸이하,0,도시근교,미혼,230,0,4이상,비방문,포인트,콜센터,1725000,고급차,중
11090,2,계약자,무직,0,19.7802,0,기본,고졸이하,0,도심,기혼,70,0,2,비방문,할인,대리점,317000,일반세단,중
11091,3,계약자,고용,1,27.75,0,기본,대학졸업,26350000,시골,기혼,80,0,2,비방문,설계사독려,콜센터,159000,일반세단,중
11092,1,피보험자,고용,0,22.1556,0,중급,고졸이하,83033000,시골,기혼,110,0,2,자주방문,할인,대리점,80000,일반세단,중
11093,3,피보험자,무직,1,5.1171,0,기본,대학졸업,0,도시근교,미혼,80,2,4이상,자주방문,할인,콜센터,640000,일반세단,중
11094,4,계약자,휴직,0,16.7721,1,기본,고졸이하,34264000,도시근교,기혼,110,1,2,비방문,설계사독려,콜센터,593000,SUV,중
11095,2,계약자,고용,1,5.3058,0,기본,고졸이하,98163000,도시근교,미혼,60,0,4이상,비방문,설계사독려,콜센터,362000,일반세단,중
11096,3,계약자,휴직,0,7.0152,0,중급,고졸이하,16574000,도시근교,미혼,90,2,3,비방문,할인,인터넷,766000,일반세단,중
11097,3,계약자,고용,0,18.0042,0,중급,고졸이하,38676000,시골,기혼,150,1,2,비방문,할인,자사영업,329000,SUV,중
11098,4,계약자,고용,1,10.6449,0,중급,대학졸업,31763000,도시근교,미혼,90,3,2,비방문,할인,자사영업,522000,일반세단,중
11099,5,피보험자,고용,0,11.2443,0,중급,박사,71179000,도시근교,미혼,90,0,2,자주방문,포인트,자사영업,504000,컴팩트카,중
11100,3,계약자,무직,0,8.1474,0,기본,대학졸업,0,도시근교,미혼,70,3,2,비방문,할인,자사영업,427000,일반세단,중
11101,3,계약자,휴직,1,8.547,0,기본,대학졸업,28332000,시골,기혼,70,0,2,비방문,설계사독려,대리점,113000,일반세단,중
11102,3,계약자,무직,1,6.3714,0,중급,대학졸업,0,도시근교,미혼,80,0,3,비방문,설계사독려,대리점,1048000,일반세단,중
11103,4,피보험자,고용,1,4.2957,0,중급,대학졸업,32049000,도시근교,기혼,110,0,1,자주방문,없음,콜센터,668000,일반세단,소
11104,1,계약자,고용,1,9.0021,0,기본,대학졸업,105032000,도시근교,미혼,70,0,2,비방문,할인,대리점,564000,일반세단,중
11105,3,계약자,고용,0,3.0081,0,기본,대학졸업,61833000,시골,기혼,60,0,1,비방문,설계사독려,대리점,14000,일반세단,중
11106,3,계약자,고용,1,6.3159,0,기본,고졸이하,36342000,시골,기혼,80,0,3,비방문,설계사독려,자사영업,60000,일반세단,중
11107,4,계약자,고용,1,8.1918,0,기본,대학졸업,77283000,도심,기혼,60,0,2,비방문,없음,대리점,194000,일반세단,중
11108,3,피보험자,무직,0,3.0192,0,기본,대학졸업,0,도시근교,기혼,70,0,1,자주방문,할인,대리점,501000,일반세단,중
11109,3,계약자,고용,1,10.0788,1,기본,석사,45331000,시골,미혼,130,0,4이상,비방문,할인,대리점,195000,스포츠카,중
11110,3,계약자,고용,0,3.0636,0,기본,대학졸업,50875000,시골,미혼,70,0,1,비방문,포인트,인터넷,32000,일반세단,중
11111,4,계약자,고용,1,9.3018,1,기본,대학졸업,31242000,도시근교,기혼,80,0,2,비방문,설계사독려,콜센터,978000,일반세단,중
11112,3,계약자,고용,0,8.7357,0,기본,대학졸업,29907000,도시근교,미혼,70,0,2,비방문,설계사독려,대리점,403000,일반세단,중
11113,3,계약자,무직,1,3.1635,0,중급,고졸이하,0,도시근교,미혼,80,0,1,비방문,할인,대리점,729000,일반세단,중
11114,1,계약자,고용,0,8.4582,0,기본,대학졸업,109256000,도심,미혼,60,0,2,비방문,포인트,대리점,202000,일반세단,중
11115,2,계약자,고용,1,6.2826,0,기본,고졸이하,94735000,도시근교,기혼,70,2,4이상,비방문,설계사독려,콜센터,427000,컴팩트카,소
11116,3,계약자,무직,1,4.7841,0,기본,대학졸업,0,도시근교,미혼,60,0,3,비방문,포인트,자사영업,536000,컴팩트카,중
11117,3,계약자,고용,0,5.3502,0,기본,대학졸업,33494000,도심,기혼,60,0,3,비방문,설계사독려,자사영업,231000,컴팩트카,중
11118,3,계약자,고용,1,9.7125,0,고급,대학졸업,28855000,시골,기혼,120,1,3,비방문,설계사독려,대리점,102000,일반세단,중
11119,3,계약자,휴직,1,8.0586,0,중급,대학졸업,19668000,도시근교,기혼,100,0,4이상,비방문,할인,자사영업,637000,일반세단,중
11120,3,계약자,고용,0,2.9748,0,기본,석사,66669000,시골,미혼,70,1,1,비방문,설계사독려,자사영업,146000,일반세단,중
11121,4,계약자,고용,1,3.6741,0,중급,고졸이하,49003000,도시근교,미혼,90,0,1,비방문,설계사독려,인터넷,510000,일반세단,중
11122,3,계약자,무직,1,9.9678,0,중급,고졸이하,0,도시근교,미혼,160,3,4이상,비방문,설계사독려,대리점,1892000,SUV,중
11123,3,계약자,무직,1,3.9627,1,기본,대학졸업,0,도시근교,기혼,110,0,1,비방문,설계사독려,대리점,816000,SUV,중
11124,3,계약자,무직,1,26.3625,0,중급,대학졸업,0,도시근교,미혼,100,4,2,비방문,포인트,대리점,569000,일반세단,중
11125,1,피보험자,고용,0,3.7185,0,중급,대학졸업,114688000,시골,기혼,90,0,1,자주방문,설계사독려,콜센터,123000,컴팩트카,중
11126,3,계약자,휴직,1,5.7387,1,기본,고졸이하,14937000,도시근교,미혼,80,0,4이상,비방문,설계사독려,콜센터,433000,일반세단,중
11127,1,계약자,고용,1,9.5016,1,기본,고졸이하,114999000,시골,기혼,120,0,4이상,비방문,설계사독려,대리점,220000,스포츠카,중
11128,3,계약자,무직,0,8.9133,0,기본,고졸이하,0,도시근교,미혼,70,0,2,비방문,할인,대리점,658000,컴팩트카,소
11129,4,계약자,고용,0,9.99,0,기본,고졸이하,33777000,도시근교,기혼,120,0,3,비방문,없음,대리점,676000,스포츠카,중
11130,4,계약자,휴직,0,12.9204,1,기본,대학졸업,30487000,도시근교,기혼,110,0,2,비방문,할인,자사영업,605000,스포츠카,대
11131,3,피보험자,무직,1,8.1918,0,기본,대학졸업,0,도시근교,미혼,110,0,4이상,자주방문,설계사독려,대리점,934000,SUV,중
11132,3,계약자,휴직,0,8.7579,0,기본,고졸이하,34455000,도시근교,미혼,70,0,2,비방문,할인,자사영업,421000,일반세단,중
11133,4,계약자,고용,0,21.2676,1,중급,석사,27285000,도시근교,미혼,280,0,4이상,비방문,설계사독려,대리점,1599000,고급차,중
11134,4,피보험자,고용,1,6.1605,1,기본,대학졸업,81473000,도시근교,미혼,70,0,4이상,자주방문,할인,대리점,409000,일반세단,중
11135,5,계약자,고용,1,9.2352,0,기본,고졸이하,73745000,도시근교,미혼,70,0,2,비방문,포인트,자사영업,616000,컴팩트카,중
11136,5,계약자,고용,0,15.2847,1,고급,고졸이하,71149000,도시근교,미혼,120,0,2,비방문,할인,대리점,688000,일반세단,중
11137,4,피보험자,고용,0,5.8053,0,기본,대학졸업,81022000,도심,기혼,70,0,4이상,자주방문,포인트,대리점,362000,일반세단,중
11138,5,피보험자,고용,1,18.8478,1,기본,대학졸업,42174000,도시근교,미혼,80,0,2,자주방문,설계사독려,콜센터,649000,컴팩트카,소
11139,3,계약자,고용,0,8.3139,0,중급,석사,31701000,시골,미혼,100,0,4이상,비방문,설계사독려,인터넷,219000,일반세단,대
11140,1,계약자,고용,1,2.9304,0,기본,대학졸업,106628000,시골,기혼,70,0,1,비방문,없음,대리점,184000,일반세단,중
11141,4,계약자,고용,1,8.9799,0,기본,대학졸업,73795000,도심,기혼,70,0,2,종종,포인트,인터넷,326000,일반세단,중
11142,3,계약자,무직,1,13.6752,0,고급,대학졸업,0,도시근교,기혼,190,0,4이상,비방문,설계사독려,자사영업,2453000,SUV,소
11143,3,피보험자,무직,1,6.1827,1,중급,고졸이하,0,도시근교,미혼,80,1,4이상,자주방문,할인,대리점,503000,컴팩트카,중
11144,2,계약자,고용,0,3.9627,0,중급,대학졸업,90045000,도심,미혼,100,0,1,비방문,할인,대리점,285000,컴팩트카,대
11145,2,계약자,고용,1,3.7185,0,중급,대학졸업,89851000,도시근교,미혼,90,0,1,비방문,설계사독려,자사영업,510000,일반세단,대
11146,3,피보험자,무직,1,3.0192,0,중급,대학졸업,0,도시근교,기혼,110,5,1,자주방문,설계사독려,콜센터,765000,일반세단,중
11147,3,계약자,고용,0,43.1679,0,고급,대학졸업,53234000,시골,기혼,120,0,2,비방문,설계사독려,자사영업,222000,컴팩트카,중
11148,3,계약자,무직,1,2.5197,0,기본,대학졸업,0,도시근교,미혼,70,1,1,비방문,포인트,콜센터,482000,컴팩트카,대
11149,5,계약자,고용,1,3.1635,0,기본,석사,76099000,도시근교,미혼,80,0,1,비방문,설계사독려,콜센터,447000,일반세단,중
